Data,Method,Parc,R,CIs_R_1,CIs_R_2,MAE,CIs_MAE_1,CIs_MAE_2,Delta_R,CIs_Delta_R_1,CIs_Delta_R_2,Delta_MAE,CIs_Delta_MAE_1,CIs_Delta_MAE_2
Age_gender_TBrainVolume,glmnet,NaN,0.0725072202219822,-0.0242472013576062,0.168004811431629,6.74775525775253,6.14924380166243,7.37616226820643,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume,randomF,NaN,-0.000782684247971153,-0.108393510928992,0.119387944194483,6.81514465422729,6.20708786018254,7.41871045006067,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume,SVR,NaN,0.0320694074711788,-0.0630963600355276,0.132506126955485,6.8514270128489,6.2098242816465,7.47246663501922,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume,Xgboost,NaN,0.0126331222267521,-0.0956422985142633,0.124430818855727,6.897184264564,6.25346875126816,7.54753640509802,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume_Contrast,glmnet,160,0.0889765111736446,-0.0120567251933156,0.184291421936217,6.81613006067235,6.22321209702006,7.45151003745499,0.0164692909516623,-0.0971896318809573,0.144978712789952,0.0683748029198155,-0.128710829062282,0.252787373938044
Age_gender_TBrainVolume_Contrast,randomF,160,0.0171803673626599,-0.104099175262846,0.136224305069405,6.85732188412179,6.26367295990744,7.49827276202711,0.017963051610631,-0.127826341599167,0.164642405130922,0.0421772298945013,-0.103601937189681,0.171587898765182
Age_gender_TBrainVolume_Contrast,SVR,160,-0.0557172783829934,-0.154094579166582,0.0329149166715433,6.81608644769115,6.23576050562556,7.45564483604108,-0.0877866858541722,-0.224478237686077,0.0493640076653341,-0.0353405651577576,-0.222847326333226,0.13544931310915
Age_gender_TBrainVolume_Contrast,Xgboost,160,0.0692571998820791,-0.0228217756762144,0.170525117148312,6.98655282396414,6.39724978940417,7.56848323504982,0.056624077655327,-0.0637551451958127,0.184521805288319,0.0893685594001337,-0.185584664025192,0.36363911564804
Age_gender_TBrainVolume_Contrast,glmnet,640,-0.0139633912247252,-0.120001645984242,0.0855503885095043,6.85985693238571,6.2929307983064,7.49882236842907,-0.0864706114467074,-0.217930304247782,0.0428830841076337,0.112101674633179,-0.0343102823763388,0.267386606272986
Age_gender_TBrainVolume_Contrast,randomF,640,0.0684895841812662,-0.0355045708451905,0.164324719060833,6.78650816667356,6.17112424585956,7.42115185249148,0.0692722684292373,-0.082398784678019,0.208866207078022,-0.0286364875537295,-0.157507995510331,0.0986219823825847
Age_gender_TBrainVolume_Contrast,SVR,640,0.0242462960198162,-0.0598300590414871,0.103018985535928,6.86965737786933,6.24479619610882,7.49962970318239,-0.00782311145136264,-0.136829808853999,0.104451745852341,0.0182303650204263,-0.182702783937985,0.231738211296344
Age_gender_TBrainVolume_Contrast,Xgboost,640,0.125534559997483,0.0396525617319465,0.21751402122194,6.83621128890214,6.22260077325652,7.40093822325842,0.112901437770731,-0.00586954407126421,0.236054186390187,-0.0609729756618638,-0.322301849283418,0.215180000734712
Age_gender_TBrainVolume_Contrast,glmnet,2560,-0.120831989278697,-0.216678197201273,-0.0218409429425796,6.87361669401078,6.30708087622689,7.48706299442501,-0.193339209500679,-0.325136246606697,-0.0690990540433823,0.125861436258251,-0.0120816418820957,0.260134928787821
Age_gender_TBrainVolume_Contrast,randomF,2560,-0.0181972601837227,-0.109855524188322,0.0758565875835186,6.84818589603008,6.30775527672668,7.47992335394792,-0.0174145759357516,-0.159964348558099,0.126938162212,0.0330412418027874,-0.0964145224506696,0.164431894983189
Age_gender_TBrainVolume_Contrast,SVR,2560,0.083641556453184,0.0101203575834229,0.145693193692194,6.88720391544676,6.29406173669007,7.54657388436633,0.0515721489820052,-0.067227060795869,0.164789638327949,0.0357769025978527,-0.177965254223824,0.283995697282488
Age_gender_TBrainVolume_Contrast,Xgboost,2560,0.0735670337054974,-0.0274797777194002,0.179159674803726,6.96686481342878,6.36490565138911,7.60814641180371,0.0609339114787452,-0.0905164918958441,0.201285560005006,0.0696805488647785,-0.234555149845399,0.378366695332463
Age_gender_TBrainVolume_Contrast,glmnet,AAL,0.0736124941388266,-0.0234490202974826,0.170547499673926,6.84062507373053,6.20775962941427,7.43378482850872,0.00110527391684435,-0.10389164847778,0.116456327606448,0.0928698159779957,-0.089944852115261,0.275536884717202
Age_gender_TBrainVolume_Contrast,randomF,AAL,-0.0155587301453923,-0.10567125636122,0.0835678504497211,6.85747868349588,6.30083143981418,7.45662155059176,-0.0147760458974211,-0.130403957131887,0.108518016048134,0.0423340292685861,-0.0840049953846917,0.16826647503763
Age_gender_TBrainVolume_Contrast,SVR,AAL,-0.0531320386989218,-0.156919659912577,0.0403511779138705,6.8799576219056,6.29052263632301,7.51239115596925,-0.0852014461701006,-0.195803748338002,0.0243915078086674,0.0285306090566948,-0.141251763805132,0.192816339349842
Age_gender_TBrainVolume_Contrast,Xgboost,AAL,0.0576208599954572,-0.0556317206740457,0.166149974661464,7.07040326524995,6.47546139223646,7.71043409291285,0.0449877377687051,-0.0809439505009919,0.179993230676021,0.17321900068595,-0.115494342016471,0.442213544257525
Age_gender_TBrainVolume_CT,glmnet,160,0.07562886215366,-0.0325213529256663,0.191638402327031,6.86596129818433,6.29424717534489,7.51873312689351,0.00312164193167781,-0.132513476541121,0.145113987741149,0.118206040431796,-0.109138006568042,0.345468067465327
Age_gender_TBrainVolume_CT,randomF,160,-0.058034614430392,-0.157152199768238,0.0375310553788615,6.8659122321053,6.2602779656061,7.47984646341275,-0.0572519301824208,-0.19737767119491,0.0811943673554386,0.0507675778780134,-0.0779173801120105,0.172801945939431
Age_gender_TBrainVolume_CT,SVR,160,-0.0884634913172058,-0.163496251779078,0.0015818664396981,7.01583450853222,6.36404957425368,7.6535396404763,-0.120532898788385,-0.242281278831388,-0.00351748595188125,0.164407495683317,-0.0254433589576366,0.388299399401617
Age_gender_TBrainVolume_CT,Xgboost,160,0.0559144489607527,-0.039114492837233,0.147612117166285,7.24853649599623,6.6505065079349,7.86213549084702,0.0432813267340006,-0.108197956112113,0.198456444559732,0.351352231432222,0.0389249663570292,0.65638886827566
Age_gender_TBrainVolume_CT,glmnet,640,0.0743117768235181,-0.0314436567501618,0.17892278107872,6.78012751924026,6.22306322673755,7.3670287795315,0.00180455660153589,-0.155704546436006,0.165220060536282,0.0323722614877271,-0.140248443130188,0.195763113360085
Age_gender_TBrainVolume_CT,randomF,640,-0.0284413218268194,-0.151807412466175,0.0908442440223941,6.80518062419357,6.23400882470587,7.4092732720491,-0.0276586375788482,-0.178719527817312,0.127645140651642,-0.00996403003371782,-0.136410664417042,0.102129761527515
Age_gender_TBrainVolume_CT,SVR,640,-0.0125206130841121,-0.103150682203604,0.0742220404304997,6.86370309075022,6.26790113486761,7.4513013887121,-0.0445900205552909,-0.181368517540253,0.0854611925193098,0.0122760779013174,-0.183164610971089,0.188177028176764
Age_gender_TBrainVolume_CT,Xgboost,640,0.0457500735788054,-0.0738728219729333,0.152044360047741,6.99433440753027,6.37338140758688,7.64316130834994,0.0331169513520533,-0.119104770037039,0.18165264342293,0.0971501429662629,-0.183169352145361,0.392100183318192
Age_gender_TBrainVolume_CT,glmnet,2560,-0.0124216290684022,-0.105925865567866,0.0849202091941934,6.84488181566061,6.24224052073967,7.46140246061777,-0.0849288492903844,-0.236073853843462,0.0615976853157473,0.0971265579080756,-0.0824754650554165,0.285776217225545
Age_gender_TBrainVolume_CT,randomF,2560,-0.023687383463847,-0.142018164390381,0.100486932632466,6.80138704685688,6.24802516220309,7.41597125983778,-0.0229046992158758,-0.180021992365554,0.135220286902034,-0.0137576073704091,-0.126888393072323,0.10450646311887
Age_gender_TBrainVolume_CT,SVR,2560,-0.0853033385049246,-0.16241864903376,-0.0041839918006067,7.30234008805128,6.37086386654624,8.52860575843119,-0.117372745976103,-0.237446115995526,0.00976108347196912,0.450913075202378,-0.103454636819905,1.37127893388876
Age_gender_TBrainVolume_CT,Xgboost,2560,0.0676457318741479,-0.0343294636666736,0.167278811990039,6.86593303731555,6.22657658267596,7.5145955277512,0.0550126096473957,-0.0958364109377431,0.203025420805085,-0.0312512272484504,-0.298352596906811,0.226227481627273
Age_gender_TBrainVolume_CT,glmnet,AAL,-0.0409894085029806,-0.140071962815034,0.0656890765817065,6.93774365429646,6.34711280775144,7.58718097901798,-0.113496628724963,-0.239931011032584,0.0235788036868303,0.189988396543933,0.0359646304260961,0.344644464376295
Age_gender_TBrainVolume_CT,randomF,AAL,-0.0528031445569888,-0.156805472572014,0.0435825392222398,6.90018740287841,6.34995876562778,7.55010349841012,-0.0520204603090176,-0.203675862136995,0.102772151871823,0.0850427486511229,-0.0518828174705592,0.221920249320246
Age_gender_TBrainVolume_CT,SVR,AAL,-0.0584492337365839,-0.179623243176241,0.0535676791170974,6.94194722999123,6.3026261672658,7.54917468646438,-0.0905186412077627,-0.209946481268725,0.045428433097744,0.0905202171423252,-0.100497432315615,0.270544760922948
Age_gender_TBrainVolume_CT,Xgboost,AAL,0.0349283762809898,-0.0652545292658609,0.143794522604805,7.38849314671739,6.75845161519805,8.0297304465368,0.0222952540542377,-0.13693560404987,0.194956115421177,0.491308882153386,0.117000319043688,0.863156346788994
