Data,Method,Parc,R,CIs_R_1,CIs_R_2,MAE,CIs_MAE_1,CIs_MAE_2,Delta_R,CIs_Delta_R_1,CIs_Delta_R_2,Delta_MAE,CIs_Delta_MAE_1,CIs_Delta_MAE_2
Age_gender_TBrainVolume,glmnet,NaN,-0.0906256573387812,-0.192702442080889,0.0215035144787986,6.59473581918061,6.04031423931663,7.20786360470721,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume,randomF,NaN,0.0847828740955482,-0.00248315879260259,0.169050647444977,6.6116404431374,6.0917790684919,7.20352531917648,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume,SVR,NaN,-0.041929018028414,-0.148322753412101,0.0645599506986615,6.66154774947574,6.08996384814723,7.28071806011497,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume,Xgboost,NaN,0.0747816688989398,-0.0167680493156926,0.164180572239356,6.57355744717268,6.00247219995903,7.14242105765253,NaN,NaN,NaN,NaN,NaN,NaN
Age_gender_TBrainVolume_Contrast,glmnet,160,-0.0501252926955401,-0.135575941426646,0.0337711430268092,6.70323731416514,6.16328355759321,7.277883903159,0.0405003646432411,-0.0943979399537444,0.170700858554002,0.108501494984524,0.0162939229691963,0.213596234427771
Age_gender_TBrainVolume_Contrast,randomF,160,-0.0700712308721279,-0.159123566434768,0.0240892275280699,6.68460367529865,6.14164728336083,7.25320815352185,-0.154854104967676,-0.274445585800536,-0.0342839941987906,0.0729632321612526,-0.0505229320659741,0.2040010220895
Age_gender_TBrainVolume_Contrast,SVR,160,-0.0313313961943074,-0.122572502315661,0.0628857602137395,6.54497489005913,5.97596045578656,7.13078706867252,0.0105976218341066,-0.109096877803345,0.147323811254872,-0.116572859416614,-0.255386856588744,0.00483340374551222
Age_gender_TBrainVolume_Contrast,Xgboost,160,0.0992635285468862,0.00929791017019584,0.191120202359293,6.64344259880823,6.06919023242777,7.25751902910084,0.0244818596479464,-0.0989165637114596,0.140082601525682,0.0698851516355461,-0.216138261892201,0.330712382339601
Age_gender_TBrainVolume_Contrast,glmnet,640,0.139029573549383,0.0342432465645126,0.239132260786095,6.5575387470349,6.01513238248303,7.06968109819183,0.229655230888164,0.0912590532004853,0.363084652323666,-0.0371970721457098,-0.205822335471876,0.142823057189214
Age_gender_TBrainVolume_Contrast,randomF,640,-0.00225769307815052,-0.0952115019123923,0.0855462611588554,6.61070017148772,6.0629909654347,7.18854814603919,-0.0870405671736987,-0.204494875222879,0.0266624447247065,-0.000940271649678692,-0.106062240046133,0.113502559153471
Age_gender_TBrainVolume_Contrast,SVR,640,0.0366555143221987,-0.0411533438984058,0.141716889067663,6.70176424939425,6.14681427671699,7.28647168261289,0.0785845323506126,-0.0463684661546128,0.23283810017974,0.0402164999185119,-0.192599517742936,0.28160719248517
